layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
0,Scatter Plot,24°C,0.0,6.0,,,,,,
0,Scatter Plot,24°C,0.07,7.0,,,,,,
0,Scatter Plot,24°C,0.18,7.8,,,,,,
0,Scatter Plot,24°C,0.31,8.5,,,,,,
0,Scatter Plot,24°C,0.31,9.2,,,,,,
0,Scatter Plot,24°C,0.33,9.8,,,,,,
0,Scatter Plot,24°C,0.34,10.5,,,,,,
0,Scatter Plot,24°C,0.34,11.2,,,,,,
0,Scatter Plot,24°C,0.34,11.8,,,,,,
0,Scatter Plot,24°C,0.34,12.5,,,,,,
0,Scatter Plot,24°C,0.34,13.2,,,,,,
0,Scatter Plot,24°C,0.34,13.8,,,,,,
0,Scatter Plot,24°C,0.34,14.5,,,,,,
0,Scatter Plot,24°C,0.35,15.2,,,,,,
0,Scatter Plot,27°C,0.0,17.5,,,,,,
0,Scatter Plot,27°C,0.01,18.2,,,,,,
0,Scatter Plot,27°C,0.08,19.0,,,,,,
0,Scatter Plot,27°C,0.26,19.8,,,,,,
0,Scatter Plot,27°C,0.36,20.5,,,,,,
0,Scatter Plot,27°C,0.47,21.0,,,,,,
0,Scatter Plot,27°C,0.57,21.5,,,,,,
0,Scatter Plot,27°C,0.58,22.0,,,,,,
0,Scatter Plot,27°C,0.59,22.5,,,,,,
0,Scatter Plot,27°C,0.6,23.0,,,,,,
0,Scatter Plot,27°C,0.63,23.5,,,,,,
0,Scatter Plot,27°C,0.66,24.0,,,,,,
0,Scatter Plot,27°C,0.68,24.5,,,,,,
0,Scatter Plot,27°C,0.68,25.2,,,,,,
0,Scatter Plot,30°C,0.0,7.2,,,,,,
0,Scatter Plot,30°C,0.01,8.2,,,,,,
0,Scatter Plot,30°C,0.07,9.5,,,,,,
0,Scatter Plot,30°C,0.23,10.5,,,,,,
0,Scatter Plot,30°C,0.32,11.2,,,,,,
0,Scatter Plot,30°C,0.42,12.0,,,,,,
0,Scatter Plot,30°C,0.51,12.8,,,,,,
0,Scatter Plot,30°C,0.52,13.5,,,,,,
0,Scatter Plot,30°C,0.53,14.2,,,,,,
0,Scatter Plot,30°C,0.54,15.0,,,,,,
0,Scatter Plot,30°C,0.56,15.8,,,,,,
0,Scatter Plot,30°C,0.58,16.5,,,,,,
0,Scatter Plot,30°C,0.58,17.2,,,,,,
0,Scatter Plot,30°C,0.6,18.0,,,,,,
0,Scatter Plot,30°C,0.6,18.8,,,,,,
0,Scatter Plot,30°C,0.6,19.5,,,,,,
0,Scatter Plot,30°C,0.6,20.2,,,,,,
0,Scatter Plot,30°C,0.61,21.0,,,,,,
0,Scatter Plot,30°C,0.61,21.8,,,,,,
0,Scatter Plot,30°C,0.61,22.5,,,,,,
1,Line Graph,IF for 24°C,0.0,5.8,,,,,,
1,Line Graph,IF for 24°C,0.1,7.0,,,,,,
1,Line Graph,IF for 24°C,0.2,8.5,,,,,,
1,Line Graph,IF for 24°C,0.3,10.5,,,,,,
1,Line Graph,IF for 24°C,0.4,13.0,,,,,,
1,Line Graph,IF for 24°C,0.5,16.2,,,,,,
1,Line Graph,IF for 24°C,0.6,20.5,,,,,,
1,Line Graph,IF for 27°C,0.0,17.5,,,,,,
1,Line Graph,IF for 27°C,0.2,19.5,,,,,,
1,Line Graph,IF for 27°C,0.4,21.5,,,,,,
1,Line Graph,IF for 27°C,0.6,23.5,,,,,,
1,Line Graph,IF for 27°C,0.77,25.5,,,,,,
1,Line Graph,IF for 30°C,0.0,7.5,,,,,,
1,Line Graph,IF for 30°C,0.2,10.2,,,,,,
1,Line Graph,IF for 30°C,0.4,13.2,,,,,,
1,Line Graph,IF for 30°C,0.6,17.2,,,,,,
1,Line Graph,IF for 30°C,0.8,24.0,,,,,,
