layer_idx,layer_type,series,x,y
0,Line Graph,Throughput,0.05,1521449.969392141
0,Line Graph,Throughput,0.11923076923076922,1882091.378940603
0,Line Graph,Throughput,0.18846153846153846,2110445.0613448466
0,Line Graph,Throughput,0.25769230769230766,2398316.0557497
0,Line Graph,Throughput,0.32692307692307687,3486089.217826402
0,Line Graph,Throughput,0.3961538461538461,3644389.9649844863
0,Line Graph,Throughput,0.46538461538461534,4149335.3722834163
0,Line Graph,Throughput,0.5346153846153846,4713642.373805904
0,Line Graph,Throughput,0.6038461538461538,5186155.645970369
0,Line Graph,Throughput,0.673076923076923,6503636.3688069545
0,Line Graph,Throughput,0.7423076923076922,6736064.397020386
0,Line Graph,Throughput,0.8115384615384614,7134821.7402452445
0,Line Graph,Throughput,0.8807692307692307,8100917.245878646
0,Line Graph,Throughput,0.95,8623564.606385686
