layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Scatter Plot,24 °C,9,1.0,,,,,,
,Scatter Plot,24 °C,10,0.98,,,,,,
,Scatter Plot,24 °C,11,0.92,,,,,,
,Scatter Plot,24 °C,12,0.77,,,,,,
,Scatter Plot,24 °C,13,0.72,,,,,,
,Scatter Plot,24 °C,14,0.66,,,,,,
,Scatter Plot,24 °C,15,0.58,,,,,,
,Scatter Plot,24 °C,16,0.56,,,,,,
,Scatter Plot,24 °C,17,0.54,,,,,,
,Scatter Plot,24 °C,18,0.53,,,,,,
,Scatter Plot,24 °C,19,0.52,,,,,,
,Scatter Plot,24 °C,20,0.51,,,,,,
,Scatter Plot,24 °C,21,0.5,,,,,,
,Scatter Plot,24 °C,22,0.49,,,,,,
,Scatter Plot,24 °C,23,0.47,,,,,,
,Scatter Plot,24 °C,24,0.44,,,,,,
,Scatter Plot,24 °C,25,0.4,,,,,,
,Scatter Plot,24 °C,26,0.39,,,,,,
,Scatter Plot,24 °C,27,0.36,,,,,,
,Scatter Plot,24 °C,28,0.3,,,,,,
,Scatter Plot,24 °C,29,0.29,,,,,,
,Scatter Plot,24 °C,30,0.28,,,,,,
,Scatter Plot,24 °C,31,0.27,,,,,,
,Scatter Plot,24 °C,32,0.26,,,,,,
,Scatter Plot,24 °C,33,0.25,,,,,,
,Scatter Plot,24 °C,34,0.24,,,,,,
,Scatter Plot,24 °C,35,0.23,,,,,,
,Scatter Plot,24 °C,36,0.21,,,,,,
,Scatter Plot,24 °C,37,0.2,,,,,,
,Scatter Plot,27 °C,15,1.0,,,,,,
,Scatter Plot,27 °C,16,0.98,,,,,,
,Scatter Plot,27 °C,17,0.92,,,,,,
,Scatter Plot,27 °C,18,0.88,,,,,,
,Scatter Plot,27 °C,19,0.86,,,,,,
,Scatter Plot,27 °C,20,0.85,,,,,,
,Scatter Plot,27 °C,21,0.84,,,,,,
,Scatter Plot,27 °C,22,0.84,,,,,,
,Scatter Plot,27 °C,23,0.83,,,,,,
,Scatter Plot,27 °C,24,0.8,,,,,,
,Scatter Plot,27 °C,25,0.76,,,,,,
,Scatter Plot,27 °C,26,0.74,,,,,,
,Scatter Plot,27 °C,27,0.72,,,,,,
,Scatter Plot,27 °C,28,0.71,,,,,,
,Scatter Plot,27 °C,29,0.69,,,,,,
,Scatter Plot,27 °C,30,0.68,,,,,,
,Scatter Plot,27 °C,31,0.67,,,,,,
,Scatter Plot,27 °C,32,0.66,,,,,,
,Scatter Plot,27 °C,33,0.64,,,,,,
,Scatter Plot,27 °C,34,0.62,,,,,,
,Scatter Plot,27 °C,35,0.6,,,,,,
,Scatter Plot,27 °C,36,0.58,,,,,,
,Scatter Plot,27 °C,37,0.56,,,,,,
,Scatter Plot,30 °C,17,1.0,,,,,,
,Scatter Plot,30 °C,18,0.99,,,,,,
,Scatter Plot,30 °C,19,0.98,,,,,,
,Scatter Plot,30 °C,20,0.92,,,,,,
,Scatter Plot,30 °C,21,0.84,,,,,,
,Scatter Plot,30 °C,22,0.7,,,,,,
,Scatter Plot,30 °C,23,0.64,,,,,,
,Scatter Plot,30 °C,24,0.55,,,,,,
,Scatter Plot,30 °C,25,0.42,,,,,,
,Scatter Plot,30 °C,26,0.38,,,,,,
,Scatter Plot,30 °C,27,0.3,,,,,,
,Scatter Plot,30 °C,28,0.28,,,,,,
,Scatter Plot,30 °C,29,0.22,,,,,,
,Scatter Plot,30 °C,30,0.18,,,,,,
,Scatter Plot,30 °C,31,0.16,,,,,,
,Scatter Plot,30 °C,32,0.15,,,,,,
,Scatter Plot,30 °C,33,0.14,,,,,,
,Scatter Plot,30 °C,34,0.14,,,,,,
,Scatter Plot,30 °C,35,0.14,,,,,,
,Scatter Plot,30 °C,36,0.14,,,,,,
,Scatter Plot,30 °C,37,0.14,,,,,,
,Scatter Plot,30 °C,38,0.14,,,,,,
,Scatter Plot,30 °C,39,0.14,,,,,,
,Scatter Plot,30 °C,40,0.0,,,,,,
