layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
0,Scatter Plot,24 °C,8.8,0.956,,,,,,
0,Scatter Plot,24 °C,9.8,0.9568,,,,,,
0,Scatter Plot,24 °C,10.8,0.9588,,,,,,
0,Scatter Plot,24 °C,11.8,0.962,,,,,,
0,Scatter Plot,24 °C,12.8,0.9635,,,,,,
0,Scatter Plot,24 °C,13.8,0.965,,,,,,
0,Scatter Plot,24 °C,14.8,0.9672,,,,,,
0,Scatter Plot,24 °C,15.8,0.9678,,,,,,
0,Scatter Plot,24 °C,16.8,0.968,,,,,,
0,Scatter Plot,24 °C,17.8,0.9682,,,,,,
0,Scatter Plot,24 °C,18.8,0.9688,,,,,,
0,Scatter Plot,24 °C,19.8,0.9688,,,,,,
0,Scatter Plot,24 °C,20.8,0.969,,,,,,
0,Scatter Plot,24 °C,21.8,0.9692,,,,,,
0,Scatter Plot,24 °C,22.8,0.9695,,,,,,
0,Scatter Plot,24 °C,23.8,0.9698,,,,,,
0,Scatter Plot,24 °C,24.8,0.97,,,,,,
0,Scatter Plot,24 °C,25.8,0.9708,,,,,,
0,Scatter Plot,24 °C,26.8,0.9712,,,,,,
0,Scatter Plot,24 °C,27.8,0.9722,,,,,,
0,Scatter Plot,24 °C,28.8,0.9725,,,,,,
0,Scatter Plot,24 °C,29.8,0.9728,,,,,,
0,Scatter Plot,24 °C,30.8,0.9728,,,,,,
0,Scatter Plot,24 °C,31.8,0.973,,,,,,
0,Scatter Plot,24 °C,32.8,0.973,,,,,,
0,Scatter Plot,24 °C,33.8,0.973,,,,,,
0,Scatter Plot,24 °C,34.8,0.973,,,,,,
0,Scatter Plot,24 °C,35.8,0.9732,,,,,,
0,Scatter Plot,24 °C,36.8,0.9732,,,,,,
0,Scatter Plot,27 °C,14.5,0.97,,,,,,
0,Scatter Plot,27 °C,15.5,0.9708,,,,,,
0,Scatter Plot,27 °C,16.5,0.9715,,,,,,
0,Scatter Plot,27 °C,17.5,0.9718,,,,,,
0,Scatter Plot,27 °C,18.5,0.9722,,,,,,
0,Scatter Plot,27 °C,19.5,0.9723,,,,,,
0,Scatter Plot,27 °C,20.5,0.9725,,,,,,
0,Scatter Plot,27 °C,21.5,0.9726,,,,,,
0,Scatter Plot,27 °C,22.5,0.9727,,,,,,
0,Scatter Plot,27 °C,23.5,0.9728,,,,,,
0,Scatter Plot,27 °C,24.5,0.9728,,,,,,
0,Scatter Plot,27 °C,25.5,0.973,,,,,,
0,Scatter Plot,27 °C,26.5,0.9732,,,,,,
0,Scatter Plot,27 °C,27.5,0.9733,,,,,,
0,Scatter Plot,27 °C,28.5,0.9735,,,,,,
0,Scatter Plot,27 °C,29.5,0.9736,,,,,,
0,Scatter Plot,27 °C,30.5,0.9738,,,,,,
0,Scatter Plot,27 °C,31.5,0.9739,,,,,,
0,Scatter Plot,27 °C,32.5,0.974,,,,,,
0,Scatter Plot,27 °C,33.5,0.974,,,,,,
0,Scatter Plot,27 °C,34.5,0.9742,,,,,,
0,Scatter Plot,27 °C,35.5,0.9743,,,,,,
0,Scatter Plot,27 °C,36.5,0.9744,,,,,,
0,Scatter Plot,27 °C,37.5,0.9745,,,,,,
0,Scatter Plot,27 °C,38.5,0.9745,,,,,,
0,Scatter Plot,30 °C,18.8,0.9642,,,,,,
